Dragon,Rarity,BreedAvailability,BreedElementOne,BreedElementTwo,BreedElementTwo,BreedElementThree,BreedElementFive,BreedDragonOne,BreedDragonTraitOne,BreedDragonTwo,BreedDragonTraitTwo,RequiredRiftAlignment,RequiredRiftTrait,OppositeElements,RequiredElementCount,RequiredTimeOfDay,RequiredWeather,RequiredCave,BreedTime,BreedElements,OwnZeroBreedPercentage,OwnOneBreedPercentage,OwnTwoBreedPercentage,NormalSingleClonePercentage,NormalDoubleClonePercentage,SocialSingleClonePercentage,SocialDoubleClonePercentage,RiftSingleClonePercentage,RiftDoubleClonePercentage,VisibleElements,EvolvesFrom,Riftable,Elderable,EarnGold,EarnEtherium,EarnGem,MagicCost,EventSection,ReqiuredTrait,Quest,AirCollection,AnniversaryCollection,ApocalypseCollection,AuraCollection,AutumnCollection,CampingCollection,CelebrationCollection,ChrysalisCollection,ColdCollection,CrystallineCollection,DarkCollection,DreamCollection,EarthCollection,EnhancedCollection,FireCollection,GalacticCollection,GemstoneAllCollection,GemstoneAutumnCollection,GemstoneSpringCollection,GemstoneSummerCollection,GemstoneWinterCollection,GhostlyCollection,HiddenCollection,LegendaryCollection,LightCollection,LightningCollection,LoveCollection,MelodyCollection,MetalCollection,MonolithCollection,MoonCollection,MythicCollection,OlympusCollection,OmofNomsCollection,OrnamentalCollection,OvalithCollection,ParadiseCollection,PlantCollection,RainbowCollection,RiftCollection,SeasonalCollection,SnowflakeCollection,SpookyCollection,SummerCollection,SunCollection,SurfaceCollection,TreasureCollection,VernalCollection,VintageCollection,WaterCollection,WinterCollection,ZodiacCollection
Ice,Hybrid,permanent,cold,water,,,,,,,,,,,,,,,28800,CW,,,,0.01,,0.1,0.2,0.01,,CW,,true,false,1050,360000,,,,,Flash Freeze,,,,,,,,,Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Iceberg,Hybrid,permanent,cold,water,,,,,,,,,,,,,,,28800,CW,,,,0.01,,0.1,0.2,0.01,,CW,,true,false,750,360000,,,,,Broken Ice Shelf,,,,,,,,,Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Icebound,Rare,unavailable,cold,water,air,,,,,,,,,,,,,,68400,CWA,0.05,,,0.01,0.3,0.015,0.1,0.01,0.3,CWA,,true,false,490,360000,,,,,Icy Encounters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Ichigo,Rare,unavailable,plant,earth,,,,Berry,,,,,,,,,,,61200,PEWI,0.031,,,0.01,0.3,0.1,0.2,0.01,0.3,PEWI,,true,false,190,360000,,,,,Strawberry Nice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Icy Torrent,Rare,unavailable,cold,water,,,,,,,,,,,,,,,79200,CW,0.04,,,0.01,0.3,0.015,0.1,0.01,0.3,CW,,true,false,500,360000,,,,,Glacial Dig,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iden,Epic,unavailable,,,,,,Charlatan,,Nightbloom,,,,,,,,,86400,PADDr,0.02,,,0.0075,0.3,0.015,0.05,0.0075,0.3,PADDr,,true,false,100,240000,,7960,2,,Reaching For The Scarlet Moon,,,,,,,,,,,,Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Igluit,Epic,unavailable,hidden,,,,,Icebound,,,,,,,,,,,54000,CWAHi,0.039,,,0.05,0.3,0.01,0.15,0.05,0.3,CWAHi,,true,false,225,240000,,,,,Free Real Estate,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Ignaqtus,Rare,permanent,fire,water,,,,,,,,,,,,,,,64800,FW,0.03,,,0.01,0.3,0.1,0.2,0.01,0.3,FW,,true,false,415,360000,,,,,Firewater,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Ignis,Epic,unavailable,hidden,fire,air,,,,,,,,,,,,,,72000,FAHi,0.03,,,0.05,0.3,0.01,0.1,0.05,0.3,FAHi,,true,false,200,240000,,,,,Ignite the Sky,,,,,,Camping,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignite,Rare,permanent,fire,lightning,,,,,,,,,,,,,,,57600,FL,0.025,,,0.01,0.3,0.04,0.15,0.01,0.3,FL,,true,false,510,360000,,,,,The Uncertainty Antithesis,,,,,,,,,,,,,,,Fire,,,,,,,,,,,Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,
Ikatako,Rare,unavailable,,,,,,Ooze,,Tidal,,,,,,,,,57600,EWLD,0.045,,,0.01,0.3,0.1,0.2,0.01,0.3,EWLD,,true,false,350,360000,,,,,Tentacle Tickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Inferno,Rare,permanent,air,fire,,,,,,,,,,,,,,,28800,FA,0.05,,,0.01,,0.04,0.1,0.01,,FA,,true,false,900,360000,,,,,Dante's Dungeon,Air,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infernus,Rare,unavailable,fire,water,cold,,,,,,,,,,,,,,57600,FCW,0.02,,,0.01,0.3,0.1,0.2,0.01,0.3,FCW,,true,false,250,360000,,7680,1,,Soothing Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Infinitum,Rare,unavailable,fire,light,air,lightning,,,,,,,,,,,,,64800,FLAI,0.038,,,0.01,0.3,0.03,0.1,0.01,0.3,FLAI,,true,false,180,360000,,,,,Everburning,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infrared,Rare,permanent,light,fire,,,,,,,,,,,,,,,36000,FI,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,FI,,true,false,334,360000,,,,,Concentrated Fire Magic,,,,,,,,,,,,,,,Fire,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invento,Rare,unavailable,air,light,,,,Davinese,,,,,,,,,,,53450,WLAI,0.045,,,0.01,0.3,0.1,0.2,0.01,0.3,WLAI,,true,false,220,360000,,,,,Deep Dive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ire,Epic,unavailable,plant,earth,fire,,,,,,,,,,,,,,43200,PFEAu,0.06,,,,,0.01,0.05,,,Au,,true,false,500,240000,,,,,Isle of Indignation,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iridescent,Rare,permanent,light,air,,,,,,,,,,,,,,,46800,AI,0.05,,,0.01,,0.04,0.15,0.01,,AI,,true,false,775,360000,,,,,Chroma Chasm,Air,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron,Hybrid,permanent,earth,metal,,,,,,,,,,,,,,,14400,EM,,,,0.01,,0.1,0.2,0.01,,EM,,true,false,1800,360000,,,,,Iron Will,,,,,,,,,,,,,Earth,,,,,,,,,,,,,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Iron Blossom,Rare,unavailable,plant,metal,,,,,,,,,,,,,,,79200,PM,0.04,,,0.01,0.3,0.015,0.1,0.01,0.3,PM,,true,false,500,360000,,,,,Riddle Rabble,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ironwood,Rare,permanent,plant,metal,,,,,,,,,,,,,,,43200,PM,0.05,,,0.01,,0.04,0.15,0.01,,PM,,true,false,700,360000,,,,,Tessa's Trek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,Plant,,,,,,,,,,,,,,
Ironwrought,Rare,unavailable,metal,earth,water,air,,,,,,,,,,,,,43200,EWAM,0.03,,,0.01,,0.02,0.1,0.01,,EWAM,,true,false,325,360000,,,,,Pumpermelon Pull,,Anniversary,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivy,Rare,permanent,lightning,plant,,,,,,,,,,,,,,,50400,PL,0.05,,,0.01,,0.04,0.15,0.01,,PL,,true,false,400,360000,,,,,Hall of Hedera,,,,,,,,,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Jackpot,Epic,unavailable,,,,,,Loot,,Gold,,,,,,,,,97200,PFEMTr,0.0377,,,0.05,0.3,0.015,0.15,0.05,0.3,Tr,,true,false,177,240000,,,,,Get Lucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treasure,,,,,
Jade,Gemstone,unavailable,,,,,,Plasma,,Salamander,,,,,,,,,109575,FWLGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,true,false,,240000,241920000,,,,Catacombs of Ulmek,,,,,,,,,,,,,,,,,Gemstone All,,,Gemstone Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jadice,Epic,permanent,,,,,,Jadice,,Jadice,,,,,,,,,43200,FECWIOr,0,,,0,0.3,0,0.3,0,0.3,FECOr,Coal,true,false,140,240000,,,,,Fiercely Frosted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,,
Jamjam,Rare,unavailable,,,,,,Regift,,Jingle,,,,,,,,,54000,PFEC,0.03,,,0.01,0.3,0.1,0.2,0.01,0.3,PFEC,,true,false,220,360000,,,,,Raining Presents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Jasper,Gemstone,unavailable,,,,,,Malachite,,Hypnotic,,,,,,,,,126000,PAMICr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,true,false,,240000,120960000,,,,Speckled Spelunking,,,,,,,,,,Crystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jet,Gemstone,unavailable,,,,,,Ash,,Frostfire,,,,,,,,,108000,PFCLGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,true,false,,240000,241920000,,,,Lignite Night,,,,,,,,,,,,,,,,,Gemstone All,,,,Gemstone Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jetstream,Rare,permanent,cold,air,,,,,,,,,,,,,,,36000,CA,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,CA,,true,false,920,360000,,,,,Conspiracy Bluff,Air,,,,,,,,Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingle,Rare,unavailable,fire,,,,,Mistletoe,,,,,,,,,,,54000,PFEC,0.025,,,0.01,,0.015,0.1,0.01,,PFEC,,true,false,335,360000,,,,,Ringing Wrangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Jumpiplop,Rare,unavailable,,,,,,Riptide,,Psyche,,,,,,,,,86400,PWAD,0.035,,,0.01,0.3,0.1,0.2,0.01,0.3,PWAD,,true,false,240,360000,,,,,Splash Zone,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kage,Epic,unavailable,,,,,,Eldritch,,Wrath,,,,,,,,,82800,PFECLAp,0.04,,,0.05,0.3,0.01,0.15,0.05,0.3,Ap,,true,false,140,240000,,13680,2,,Shadowy Visitor,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Kaiju,Epic,unavailable,fire,water,dark,,,,,,,,,,,,,,108000,FWDSf,0.015,,,0.01,,0.015,0.1,0.01,,Sf,,true,false,225,240000,,,,,Cancelling the Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surface,,,,,,
Kairos,Legendary,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kampos,Rare,permanent,rift,,,,,,,,,,water,,,,,rift,0,WAR,0.03,0.01,,0,0,0,0,0.01,0.15,WAR,,true,false,475,360000,,,,W,Ye Olde Rescue,Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rift,,,,,,,,,,Water,,
Kann,Epic,unavailable,,,,,,Sun,,Hanno,,,,,,,,,129600,PCWLSu,0.045,,,0.05,0.3,0.01,0.15,0.05,0.3,PWSu,,true,false,170,240000,,,,,Slither Hither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,Sun,,,,,,,
Karroot,Epic,permanent,,,,,,Karroot,,Karroot,,,,,,,,,52500,PEIDHiSe,0,,,0,0.3,0,0.3,0,0.3,HiSe,Seed,true,false,525,240000,,,,,I Am Root!,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,Om of Noms,,,,,,,Seasonal,,,,,,,,,,,
Ketu,Rare,unavailable,cold,dark,air,,,,,,,,,,,,,,72000,CAD,0.03,,,0.01,0.3,0.04,0.15,0.01,0.3,CAD,,true,false,390,360000,,,,,Hares Everywhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Keyper,Rare,unavailable,,,,,,Razortail,,Etch,,,,,,,,,64800,PMD,0.035,,,0.05,0.3,0.01,0.15,0.05,0.3,PMD,,true,false,230,360000,,,,,Master Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Om of Noms,,,,,,,,,,,,,,,,,,
Khamsin,Rare,permanent,air,earth,,,,,,,,,,,,,,,43200,EA,0.05,,,0.01,0.3,0.1,0.2,0.01,0.3,EA,,true,false,220,360000,,,,,Dust Storm,Air,,,,,,,,,,,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kite,Rare,unavailable,metal,air,lightning,,,,,,,,,,,,,,79200,LAM,0.04,,,0.01,,0.03,0.1,0.01,,LAM,,true,false,500,360000,,,,,The Skies of Faridat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,,,,,
Knarr,Epic,unavailable,earth,air,cold,,,,,,,,,,,,,,100800,ECASf,0.015,,,0.01,0.2,0.015,0.1,0.01,0.01,Sf,,true,false,200,240000,,,,,Starboard Bound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surface,,,,,,
Kotun,Rare,unavailable,,,,,,Lokilure,,Ketu,,,,,,,,,115200,ECAD,0.034,,,0.01,0.3,0.1,0.2,0.01,0.3,ECAD,,true,false,100,360000,,,,,Tales of Icebrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Krampus,Rare,unavailable,cold,,,,,Coal,,,,,,,,,,,90000,FEC,0.02,,,0.01,,0.015,0.1,0.01,,FEC,,true,false,430,360000,,,,,Iceberry Gobbling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Kringle,Rare,unavailable,earth,,,,,Trinket,,,,,,,,,,,90000,PFEC,0.02,,,0.01,,0.015,0.1,0.01,,PFEC,,true,false,430,360000,,,,,Checking it Twice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Kroki,Rare,unavailable,plant,earth,,,,Daylily,,,,,,,,,,,100800,PFEA,0.045,,,0.01,0.3,0.1,0.2,0.01,0.3,PFEA,,true,false,140,360000,,,,,Bug-eyed Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Kwall,Rare,unavailable,water,light,plant,,,,,,,,,,,,,,68400,PWID,0.03,,,0.0075,0.3,0.015,0.05,0.0075,0.3,PWID,,true,false,200,360000,,5600,1,,Let's See This Through,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Labradorite,Gemstone,unavailable,,,,,,Chrome,,Blue Fire,,,,,,,,,129600,FCAMCr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,true,false,,240000,120960000,,,,Retrieve & Retreat,,,,,,,,,,Crystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lace,Epic,unavailable,plant,,,,,Coal,,,,,,,,,,,111600,PFEOr,0.03,,,,,0.01,0.05,,,Or,,true,false,120,240000,,,,,Doily Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,Winter,
Lacewing,Epic,permanent,,,,,,Duskwing,,Marbletail,,,,,,,,,148800,PFECCh,0.03,,,,0.3,0.01,0.05,,0.3,Ch,,true,false,600,240000,,,,,Filigree Falls,,,,,,,,Chrysalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lacuna,Rare,permanent,rift,,,,,Mirage,water,Shadow,air,,,,,,,rift,0,IDR,0.03,,,0,0,0,0,0.01,0.15,IDR,,true,false,385,360000,,,,W,Lake of the Abyss,,,,,,,,,,,Dark,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,Rift,,,,,,,,,,,,
Lageto,Epic,unavailable,cold,air,,,,Midday,,,,,,,,,,,86400,CLASu,0.025,,,0.01,0.3,0.04,0.15,0.01,0.3,CASu,,true,false,175,240000,,,,,A Good Scoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun,,,,,,,
Lagoon,Rare,permanent,water,light,,,,,,,,,,,,,,,43200,WI,0.05,,,0.01,,0.04,0.1,0.01,,WI,,true,false,750,360000,,,,,Highlands Havoc,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Lambovian,Galaxy,permanent,,,,,,,,,,,,,,,,social,72000,EWADGa,,,,0,0,0.1,0.2,0,0,Ga,,true,false,245,240000,,,,,Starborn,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lapis,Gemstone,unavailable,,,,,,Thunder,,Sandstorm,,,,,,,,,115200,ELAGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,true,false,,240000,241920000,,,,Ultramarine Scene,,,,,,,,,,,,,,,,,Gemstone All,,Gemstone Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lava,Hybrid,permanent,earth,fire,,,,,,,,,,,,,,,36000,FE,,,,0.01,,0.1,0.2,0.01,,FE,,true,false,1200,360000,,,,,Molten Motive,,,,,,,,,,,,,Earth,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazuli,Epic,unavailable,,,,,,Scarab,,Bronze,,,,,,,,,86400,PFEWMTr,0.04,,,0.05,0.3,0.015,0.15,0.05,0.3,WTr,,true,false,114,240000,,,,,Dolphins Of The Sky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,Treasure,,,,,
Leaf,Epic,unavailable,plant,water,light,,,,,,,,,,,,,,133200,PWISe,0.03,,,,,0.02,0.05,,,Se,,true,false,150,240000,,,,,Photosynthetic Folly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Om of Noms,,,,,,,Seasonal,,,Summer,,,,,,,,
Leap Year,Epic,unavailable,,,,,,,,,,,,,4,,,,52200,PFECWLAMIDRb,0.04,0.02,,,,0.01,0.05,,,Rb,,true,false,96,240000,,,,,Intercalary Anarchy,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rainbow,,,,,,,,,,Vintage,,,
Leathery,Rare,unavailable,lightning,fire,earth,cold,,,,,,,,,,,,,129600,FECL,0.03,,,0.01,,0.02,0.05,0.01,,FECL,,true,false,340,360000,,,,,Hide & Seek,,Anniversary,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonian,Epic,unavailable,fire,,,,,Bicentennial,,,,,,,,,,,97200,FLA,0.04,,,0.05,0.3,0.1,0.15,0.05,0.3,FZo,,true,false,136,240000,,,,,Mighty Roar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zodiac
Liberty,Rare,unavailable,air,,,,,Copper,,,,,,,,,,,107340,LAM,0.05,,,0.01,,0.03,0.1,0.01,,LAM,,true,false,600,360000,,,,,Beacons of Freedom,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libretto,Epic,permanent,,,,,,Libretto,,Libretto,,,,,,,,,43200,PFCOr,0,,,0,0.3,0,0.3,0,0.3,PFCOr,Gift,true,false,160,240000,,,,,Vocal Victory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,,
Librian,Epic,unavailable,air,,,,,Stygian,,,,,,,,,,,86400,FAMD,0.032,,,0.05,0.3,0.04,0.15,0.05,0.3,AZo,,true,false,133,240000,,,,,Even Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zodiac
Lichen,Hybrid,permanent,plant,cold,,,,,,,,,,,,,,,21600,PC,,,,0.01,,0.1,0.2,0.01,,PC,,true,false,900,360000,,,,,Algae Analogy,,,,,,,,,Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Light,Primary,permanent,,,,,,,,,,,,ID,,,,,36000,I,,,,0,,0,,0,,I,,false,true,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Rift,Primary Rift,permanent,,,,,,,,,,,,,,,,rift,172800,IR,,,,0,0,0,0,0.01,0.15,IR,,true,false,400,360000,,,,I,A Gift in the Rift,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,Rift,,,,,,,,,,,,
Lightmare,Epic,unavailable,,,,,,Moon,,Dream,,,,,,,,,86400,PFECWLAMIDDrMo,0.035,,,0.05,0.3,0.01,0.15,0.05,0.3,DrMo,,true,false,190,240000,,,,,Dreamcatcher,,,,,,,,,,,,Dream,,,,,,,,,,,,,,,Love,,,,Moon,,,,,,,,,,,,,,,,,,,,,
Lightmatter,Epic,unavailable,,,,,,Pharaoh,,Prism,,,,,,day,,,90000,FLIRbSu,0.02,,,0.05,0.3,0.01,0.05,0.05,0.3,RbSu,,true,false,190,240000,,,,,Light Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rainbow,,,,,,Sun,,,,,,,
Lightning,Primary,permanent,,,,,,,,,,,,LW,,,,,1800,L,,,,0,,0,,0,,L,,false,true,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Rift,Primary Rift,permanent,,,,,,,,,,,,,,,,rift,172800,LR,,,,0,0,0,0,0.01,0.15,LR,,true,false,400,360000,,,,L,Bounceback Bluff,,,,,,,,,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,,,,,Rift,,,,,,,,,,,,
Limulimu,Rare,unavailable,plant,water,light,,,,,,,,,,,,,,50400,PWI,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,PWI,,true,false,700,360000,,,,,Maritime Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Lodestone,Rare,permanent,metal,lightning,,,,,,,,,,,,,,,91800,LM,0.05,,,0.01,,0.03,0.15,0.01,,LM,,true,false,900,360000,,,,,Magnet Junket,,,,,,,,,,,,,,,,,,,,,,,,,,Lightning,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Lokilure,Epic,permanent,,,,,,Lokilure,,Lokilure,,,,,,,,,43200,FECMDOr,0,,,0,0.3,0,0.3,0,0.3,FECOr,Coal,true,false,125,240000,,,,,Tricksy Trickster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,,
Longcicle,Rare,unavailable,cold,water,air,,,,,,,,,,,,,,57600,CWA,0.03,,,0.05,0.3,0.05,0.1,0.05,0.3,CWA,,true,false,250,360000,,,,,As Long as Winter Itself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Loot,Epic,unavailable,plant,,,,,Gold,,,,,,,,,,,126000,PEMTr,0.01,,,,,0.01,0.05,,,Tr,,true,false,167,240000,,,,,Plunder Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treasure,,,,,
Lotus,Hybrid,permanent,water,light,,,,,,,,,,,,,,,25200,WI,,,,0.01,,0.1,0.2,0.01,,WI,,true,false,990,360000,,,,,Transcendent Traversal,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Love,Rare,unavailable,lightning,,,,,Flower,,,,,,,,,,,18000,PFL,0.04,,,0.01,,0.03,0.1,0.01,,PFL,,true,false,500,360000,,1140,1,,Heartbreak Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Lovesick,Rare,unavailable,,,,,,Sweetheart,,Cuddlewing,,,,,,,,,64800,PFEL,0.031,,,0.01,0.3,0.1,0.2,0.01,0.3,PFEL,,true,false,140,360000,,,,,Strongest of Potions,,,,,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Lovonone,Epic,unavailable,,,,,,Cupido,,Scorn,,,,,,,,,97200,PFECLAu,0.029,,,0.05,0.3,0.01,0.15,0.05,0.3,Au,,true,false,115,240000,,,,,True Unity,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Luck,Epic,unavailable,,,,,,Misfortune,,Clover,,,,,,,,,54000,PETr,0.04,,,0.01,0.3,0.1,0.2,0.01,0.3,PETr,,true,false,110,240000,,,,,Lucky Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treasure,,,,,
Lullaby,Epic,unavailable,dream,,,,,Serenity,,,,,,,,,,,93600,PFECWLAMIDDrMe,0.045,,,0.05,0.3,0.015,0.15,0.05,0.3,DrMe,,true,false,180,240000,,,,,Snoring,,,,,,,,,,,,Dream,,,,,,,,,,,,,,,,Melody,,,,,,,,,,,,,,,,,,,,,,,,
Lumineux,Epic,unavailable,dream,,,,,Love,,,,,,,,,,,86400,PFECWLAMIDDr,0.038,,,0.01,0.3,0.1,0.2,0.01,0.3,PFLIDr,,true,false,190,240000,,,,,Group Hug,,,,,,,,,,,,Dream,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Luminous,Hybrid,permanent,light,plant,,,,,,,,,,,,,,,46800,PI,,,,0.01,,0.1,0.2,0.01,,PI,,true,false,790,360000,,,,,Glowing Gulch,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
