Dragon,Rarity,BreedAvailability,BreedElementOne,BreedElementTwo,BreedElementTwo,BreedElementThree,BreedElementFive,BreedDragonOne,BreedDragonTraitOne,BreedDragonTwo,BreedDragonTraitTwo,RequiredRiftAlignment,RequiredRiftTrait,RequiredElementCount,RequiredTimeOfDay,RequiredWeather,RequiredCave,BreedTime,BreedElements,BaseBreedChance,OwnOneBreedChance,OwnTwoBreedChance,NormalSingleClone,NormalDoubleClone,SocialSingleClone,SocialDoubleClone,RiftSingleClone,RiftDoubleClone,VisibleElements,EvolvesFrom,Riftable,Elderable,EarnGold,EarnEtherium,EarnGem,MagicCost,EventSection,ReqiuredTrait,Quest
Plant,Primary,permanent,,,,,,,,,,,,,,,,5,P,,,,0,,0,,0,,P,,FALSE,TRUE,350,,,,,,
Plant Rift,Primary Rift,permanent,,,,,,,,,,,,,,,rift,172800,PR,,,,0,0,0,0,0.01,0.15,PR,,TRUE,FALSE,400,360000,,,,P,Rift Innovations
Plasma,Rare,permanent,lightning,water,,,,,,,,,,,,,,57600,WL,0.05,,,0.01,,0.04,0.1,0.01,,WL,,TRUE,FALSE,385,360000,,,,,Ionized Guise
Plateau,Epic,unavailable,,,,,,Monolith 5,,Moss,,,,,,,,50400,PEWAHi,0.02,,,0.05,0.3,0.01,0.05,0.05,0.3,Hi,,TRUE,FALSE,400,240000,,,,,Slow-Moving Summit
Platinum,Epic,permanent,water,metal,,,,,,,,,,,,,,176400,WMTr,0.015,,,,,0.01,0.05,,,Tr,,TRUE,FALSE,167,240000,,,,,Sickengen's Den
Plumewing,Rare,permanent,rift,,,,,,,,,,air,,,,rift,0,FAR,0.03,0.01,,0,0,0,0,0.01,0.15,FAR,,TRUE,FALSE,390,360000,,,,A,Shiny Start
Plumpkin,Rare,unavailable,plant,fire,earth,,,,,,,,,,,,,68400,PFE,0.05,,,0.01,,0.02,0.1,0.01,,PFE,,TRUE,FALSE,650,360000,,,,,Pumpermelon Imposter
Poison,Hybrid,permanent,plant,fire,,,,,,,,,,,,,,1800,PF,,,,0.01,,0.1,0.2,0.01,,PF,,TRUE,FALSE,700,360000,,,,,Toxic Trouble
Polarian,Galaxy,permanent,,,,,,,,,,,,,,,social,102600,CWAIGa,,,,0,0,0.05,0.2,0,0,Ga,,TRUE,FALSE,105,240000,,,,,Polaris Plummet
Pollen,Hybrid,permanent,plant,air,,,,,,,,,,,,,,25200,PA,,,,0.01,,0.1,0.2,0.01,,PA,,TRUE,FALSE,800,360000,,,,,Fields of Achoo
Pond,Epic,unavailable,,,,,,Monolith 1,,Lichen,,,,,,,,43200,PECWHi,0.02,,,0.05,0.3,0.01,0.05,0.05,0.3,Hi,,TRUE,FALSE,550,240000,,,,,Philosopher's Dragon
PonkiPong,Rare,unavailable,fire,air,,,,Undau,,,,,,,,,,54000,FAID,0.035,,,0.01,0.3,0.1,0.2,0.01,0.3,FAID,,TRUE,FALSE,260,360000,,,,,Bouncy
Porcelain,Rare,cloneable,,,,,,,,,,,,,,,,36000,FE,0,,,0,0.3,0,0.3,0,0.3,FE,Bone,TRUE,FALSE,455,360000,,7150,2,,Enamel Upgrade
Portent,Epic,unavailable,,,,,,Daydream,,Mirage,,,,,,,,180000,PFECWLAMIDDr,0.03,0.015,,0.05,0.3,0.01,0.1,0.05,0.1,Dr,,TRUE,FALSE,94,240000,,,,,Exceptional Endeavor
Poshwing,Rare,permanent,plant,light,,,,,,,,,,,,,,36000,PI,0.02,,,0.01,0.3,0.04,0.15,0.01,0.3,PI,,TRUE,FALSE,682,360000,,,,,Posh and Glamorous
Pouke,Epic,unavailable,fire,water,light,,,,,,,,,,,,,72000,FWISe,0.03,,,0.01,0.3,0.015,0.1,0.01,0.3,WISe,,TRUE,FALSE,240,240000,,,,,Picnic Time
Prestige,Epic,unavailable,,,,,,Psyche,,Stella,,,,,,,,108000,PADMo,0.0375,,,0.01,0.3,0.1,0.2,0.01,0.3,PADMo,,TRUE,FALSE,100,240000,,,,,Plot Twist
Prestina,Epic,unavailable,,,,,,Prestige,,Outrider,,,,,,,,100800,PAMIDMo,0.0425,,,0.05,0.3,0.01,0.15,0.05,0.3,AIDMo,,TRUE,FALSE,180,240000,,,,,Partners in Magic
PrickleFluff,Rare,unavailable,fire,air,cold,light,,,,,,,,,,,,54000,FCAI,0.035,,,0.01,0.3,0.1,0.2,0.01,0.3,FCAI,,TRUE,FALSE,250,360000,,,,,Pursuit of Love
Prism,Epic,unavailable,light,water,,,,,,,,,,,,,,151200,WIRb,0.03,,,,,0.01,0.05,,,Rb,,TRUE,FALSE,105,240000,,,,,Dark Side of the Moon
Procyon,Galaxy,permanent,,,,,,,,,,,,,,,social,57600,PWLMGa,,,,0,0,0.05,0.2,0,0,Ga,,TRUE,FALSE,405,240000,,,,,Stellar Phenomcyon
Professo,Rare,unavailable,earth,plant,light,lightning,,,,,,,,,,,,97200,PELI,0.0405,,,0.01,0.3,0.1,0.2,0.01,0.3,PELI,,TRUE,FALSE,130,360000,,,,,Pet Teacher
Promethium,Hybrid,permanent,dark,metal,,,,,,,,,,,,,,28800,MD,,,,0.01,,0.1,0.2,0.01,,MD,,TRUE,FALSE,1240,360000,,,,,Rift Fire Mire
Psyche,Rare,unavailable,dark,air,plant,,,,,,,,,,,,,100800,PAD,0.005,0.02,,0.0075,0.3,0.015,0.1,0.0075,0.3,PAD,,TRUE,FALSE,475,360000,,,,,Mind Over Matter
Puffles,Epic,unavailable,,,,,,Fluffles,,Nightbloom,,,,,,,,64800,PCAIDMo,0.04,,,0.05,0.3,0.01,0.15,0.05,0.3,CAIMo,,TRUE,FALSE,210,240000,,,,,The Shear Size
Punk,Epic,unavailable,,,,,,Decay,,Lycan,,,,,,,,93600,PFECLMe,0.038,,,0.05,0.3,0.015,0.15,0.05,0.3,Me,,TRUE,FALSE,180,240000,,10000,2,,Mosh Pit
Pyrite,Gemstone,unavailable,,,,,,Iron,,Thunder,,,,,,,,129600,ELAMCr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,TRUE,FALSE,,240000,120960000,,,,Golden Foolery
Quaa,Rare,unavailable,,,,,,Woodvine,,Kroki,,,,,,,,93600,PFEA,0.035,,,0.05,0.3,0.01,0.15,0.05,0.3,PFEA,,TRUE,FALSE,95,360000,,,,,Loud and Unclear
Quake,Hybrid,permanent,earth,lightning,,,,,,,,,,,,,,21600,EL,,,,0.01,,0.1,0.2,0.01,,EL,,TRUE,FALSE,650,360000,,,,,Seismic Trick
Quantum,Rare,unavailable,light,cold,dark,,,,,,,,,,,,,93600,CID,0.0175,,,0.0075,0.3,0.015,0.1,0.0075,0.3,CID,,TRUE,FALSE,400,360000,,,,,Formidable Force
Quartz,Gemstone,unavailable,,,,,,Luminous,,Lava,,,,,,,,108000,PFEICr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,TRUE,FALSE,,240000,120960000,,,,Crystal Clear Chasm
Quicksand,Rare,permanent,water,earth,,,,,,,,,,,,,,54000,EW,0.05,,,0.01,,0.04,0.1,0.01,,EW,,TRUE,FALSE,750,360000,,,,,Sandy Canyon
Quicksilver,Hybrid,permanent,water,metal,,,,,,,,,,,,,,64800,WM,,,,0.01,,0.1,0.2,0.01,,WM,,TRUE,FALSE,1100,360000,,,,,Mercurial Madness
Quintessence,Rare,unavailable,metal,plant,fire,earth,water,,,,,,,,,,,180000,PFEWM,0.02,,,0.01,0.3,0.015,0.1,0.01,0.3,PFEWM,,TRUE,FALSE,149,240000,,,,,A Guardian's Guide
Radiant,Hybrid,permanent,light,metal,,,,,,,,,,,,,,37800,MI,,,,0.01,,0.1,0.2,0.01,,MI,,TRUE,FALSE,880,360000,,,,,Heat Wave Havoc
Ragnarok,Epic,permanent,fire,earth,cold,dark,,,,,,,,,,,,142020,FECDAp,0.02,,,,,0.01,0.05,,,Ap,,TRUE,FALSE,130,240000,,,,,Serpentine Point
Rain,Hybrid,permanent,water,air,,,,,,,,,,,,,,28800,WA,,,,0.01,,0.1,0.2,0.01,,WA,,TRUE,FALSE,750,360000,,,,,Torrential Tribulation
Rainbow,Epic,permanent,,,,,,,,,,,,4,,,,172800,PFECWLAMIDRb,0.01,,,0.005,0.25,0.01,0.05,0.005,0.1,Rb,,TRUE,FALSE,96,240000,,,,,Polyhue Palms
Rayleian,Galaxy,permanent,,,,,,,,,,,,,,,social,79200,FWAIGa,,,,0,0,0.1,0.2,0,0,Ga,,TRUE,FALSE,175,240000,,,,,Megastellar Mission
Razortail,Rare,permanent,plant,metal,,,,,,,,,,,,,,43200,PM,0.05,,,0.01,0.3,0.1,0.2,0.01,0.3,PM,,TRUE,FALSE,210,360000,,,,,One Prickly Pear
Razzle,Epic,unavailable,moon,sun,air,dark,,,,,,,,,,,,50400,ADSuMo,0.02,,,0.0075,0.3,0.015,0.05,0.0075,0.3,ADSuMo,,TRUE,FALSE,189,240000,,,,,Hysterical Hype
Redbeard,Epic,unavailable,hidden,,,,,Celtic,,,,,,,,,,64800,PCLHi,0.04,,,0.01,0.3,0.1,0.2,0.01,0.3,Hi,,TRUE,FALSE,110,240000,,,,,Interesting Interest
Regal,Epic,unavailable,plant,water,air,light,,,,,,,,,,,,129600,PWAITr,0.04,0.02,,0.05,,0.01,0.05,0.05,,Tr,,TRUE,FALSE,185,240000,,,,,Trail of Regale
Regift,Rare,unavailable,plant,fire,cold,,,,,,,,,,,,,43200,PFC,0.07,,,0.01,,0.05,0.1,0.01,,PFC,,TRUE,FALSE,500,360000,,,,,Nor'easter Beaster
Reindeer,Rare,unavailable,plant,cold,,,,,,,,,,,,,,18000,PC,0.07,,,0.01,,0.05,0.1,0.01,,PC,,TRUE,FALSE,400,360000,,,,,Sandakloz's Surprise
Reminiscence,Epic,unavailable,ornamental,,,,,Icy Torrent,,,,,,,,,,108000,CWOr,0.03,,,0.01,0.3,0.015,0.1,0.01,0.3,CWOr,,TRUE,FALSE,250,240000,,,,,Memories of Winter
Rhinotorch,Epic,permanent,,,,,,Swallowtail,,Marbletail,,,,,,,,57600,PFECCh,0.02,,,,0.3,0.01,0.05,,0.3,Ch,,TRUE,FALSE,185,240000,,,,,Sharply Appointed
Ribbon,Epic,unavailable,fire,,,,,Regift,,,,,,,,,,68400,PFCOr,0.04,,,0.05,0.3,0.01,0.05,0.05,0.3,Or,,TRUE,FALSE,200,240000,,,,,Streaming & Gleaming
Rigel,Galaxy,permanent,galaxy,galaxy,rift,,,,,,,,,,,,rift,57600,PFECWLAMIDRGa,0.005,,,0,0,0,0,0,0,RGa,,TRUE,FALSE,105,240000,,,,C,A Glad Dose of Adventure
Riptide,Rare,unavailable,water,dark,air,,,,,,,,,,,,,88200,WAD,0.02,,,0.0075,0.3,0.015,0.1,0.0075,0.3,WAD,,TRUE,FALSE,420,360000,,,,,Amorphous Porpoise
River,Hybrid,permanent,earth,water,,,,,,,,,,,,,,46800,EW,,,,0.01,,0.1,0.2,0.01,,EW,,TRUE,FALSE,825,360000,,,,,Ami'Lya's Adventure
Root,Hybrid,permanent,earth,dark,,,,,,,,,,,,,,32400,ED,,,,0.01,,0.1,0.2,0.01,,ED,,TRUE,FALSE,1200,360000,,,,,Tuber Trouble
Rose,Rare,unavailable,air,,,,,Flower,,,,,,,,,,50400,PFA,0.05,,,0.01,,0.035,0.15,0.01,,PFA,,TRUE,FALSE,429,360000,,,,,Nadia's Nursery
Rosebud,Rare,unavailable,earth,,,,,Rose,,,,,,,,,,64800,PFEA,0.01,,,0.05,,0.02,0.1,0.05,,PFEA,,TRUE,FALSE,429,360000,,,,,Cadberry Wells
Rosegold,Rare,unavailable,,,,,,Rose,,Gold,,,,,,,,108000,PFAM,0.05,,,0.01,,0.04,0.1,0.01,,PFAM,,TRUE,FALSE,535,360000,,,,,Unencumbered Soar
Rotblossom,Rare,unavailable,,,,,,Thicket,,Decay,,,,,,,,54000,PFEC,0.03,,,0.01,0.3,0.1,0.2,0.01,0.3,PFEC,,TRUE,FALSE,172,360000,,12640,2,,Daylight Deprivation
Ruby,Gemstone,unavailable,,,,,,Chrome,,Scorch,,,,,,,,111600,FLAMGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,TRUE,FALSE,,240000,120960000,,,,Mogok Mania
Ruckus,Epic,unavailable,moon,sun,fire,light,,,,,,,,,,,,36000,FISuMo,0.02,,,0.0075,0.3,0.015,0.05,0.0075,0.3,FISuMo,,TRUE,FALSE,192,240000,,,,,Bring It On!
Ruin,Hybrid,permanent,cold,dark,,,,,,,,,,,,,,21600,CD,,,,0.01,,0.1,0.2,0.01,,CD,,TRUE,FALSE,1315,360000,,,,,Down Falls
Rust,Hybrid,permanent,water,metal,,,,,,,,,,,,,,21600,WM,,,,0.01,,0.1,0.2,0.01,,WM,,TRUE,FALSE,1300,360000,,,,,Corrosion Excursion
Saccharine,Epic,cloneable,,,,,,,,,,,,,,,,43200,PFCOr,0,,,0,0.3,0,0.3,0,0.3,PFCOr,Gift,TRUE,FALSE,120,240000,,,,,No Salt Here
Sagittarian,Epic,unavailable,fire,,,,,Seraph,,,,,,,,,,82800,FAI,0.033,,,0.05,0.3,0.04,0.15,0.05,0.3,FZo,,TRUE,FALSE,132,240000,,,,,Hawk's Eye
Saharus,Epic,unavailable,,,,,,Scarab,,Sand,,,,,,,,82800,PFEMITr,0.0405,,,0.05,0.3,0.015,0.15,0.05,0.3,Tr,,TRUE,FALSE,120,240000,,,,,Coarse and Rough
Sailback,Epic,unavailable,moon,sun,water,fire,,,,,,,,,,,,28800,FWSuMo,0.02,,,0.0075,0.3,0.015,0.1,0.0075,0.3,FWSuMo,,TRUE,FALSE,200,240000,,,,,Aquatic Anathema
Sakura,Rare,unavailable,,,,,,Tree,,Flower,,,,,,,,36000,PFE,0.05,,,0.01,,0.03,0.1,0.01,,PFE,,TRUE,FALSE,800,360000,,,,,The Springening
Salamander,Hybrid,permanent,fire,water,,,,,,,,,,,,,,34200,FW,,,,0.01,,0.1,0.2,0.01,,FW,,TRUE,FALSE,725,360000,,,,,Amphibian Meridian
Sand,Hybrid,permanent,earth,light,,,,,,,,,,,,,,23400,EI,,,,0.01,,0.1,0.2,0.01,,EI,,TRUE,FALSE,1015,360000,,,,,Sandara's Sojourn
Sandscale,Rare,permanent,earth,light,rift,,,,,,,light,,,,,rift,0,EIR,0.04,,,0,0,0,0,0.01,0.2,EIR,,TRUE,FALSE,475,360000,,,,I,Dune Diving
Sandstorm,Rare,permanent,air,earth,,,,,,,,,,,,,,7200,EA,0.05,,,0.01,,0.04,0.15,0.01,,EA,,TRUE,FALSE,1200,360000,,,,,Tectonica Toil
Sanguinite,Gemstone,unavailable,,,,,,Lodestone,,Mountain,,,,,,,,129600,ECLMCr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,TRUE,FALSE,,240000,120960000,,,,Tunnels of Mashe
Sapphire,Gemstone,unavailable,,,,,,Rain,,Mountain,,,,,,,,108000,ECWAGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,TRUE,FALSE,,240000,120960000,,,,Yogo Gulch
Satin,Rare,unavailable,fire,plant,earth,lightning,,,,,,,,,,,,64800,PFEL,0.09,0.02,,0.05,,0.02,0.1,0.05,0.1,PFEL,,TRUE,FALSE,150,360000,,,,,Drape Escape
Scarab,Epic,unavailable,,,,,,Gold,,Loot,,,,,,,,165600,PFMTr,0.015,0.005,,0.05,,0.01,0.05,0.05,,Tr,,TRUE,FALSE,145,240000,,,,,Glitter Glen
Scorch,Hybrid,permanent,fire,lightning,,,,,,,,,,,,,,10800,FL,,,,0.01,,0.1,0.2,0.01,,FL,,TRUE,FALSE,650,360000,,,,,Scalding Stretch
Scoria,Hybrid,permanent,earth,metal,,,,,,,,,,,,,,79200,EM,,,,0.01,,0.1,0.2,0.01,,EM,,TRUE,FALSE,1150,360000,,,,,Bessemer's Bounty
Scorn,Epic,unavailable,plant,earth,fire,,,,,,,,,,,,,158400,PFEAu,0.05,,,0.05,,0.01,0.1,0.05,,Au,,TRUE,FALSE,150,240000,,,,,Green-eyed Guide
Scorpionian,Epic,unavailable,water,,,,,Squall,,,,,,,,,,100800,PWA,0.04,,,0.05,0.3,0.1,0.15,0.05,0.3,WZo,,TRUE,FALSE,137,240000,,,,,Terrorize
Scourge,Epic,unavailable,,,,,,Decay,,Misfortune,,,,,,,,41400,FECDAp,0.04,0.01,,0.0075,0.3,0.015,0.1,0.0075,0.3,Ap,,TRUE,FALSE,232,240000,,8866,3,,Feast or Famine
Scout,Epic,unavailable,hidden,,,,,Valor,,,,,,,,,,86400,PAMHi,0.02,,,0.05,0.3,0.01,0.1,0.05,0.3,Hi,,TRUE,FALSE,200,240000,,6480,1,,Camping Trip
Scribe,Rare,unavailable,,,,,,Paper,,Scryer,,,,,,,,93600,ECID,0.0425,,,0.01,0.3,0.1,0.2,0.01,0.3,ECID,,TRUE,FALSE,145,360000,,,,,Magic Scrolls
Scryer,Rare,unavailable,,,,,,Neoteric,,Lunk,,,,,,,,72000,CLID,0.025,,,0.01,0.3,0.1,0.2,0.01,0.3,CLID,,TRUE,FALSE,100,360000,,,,,A Peek Into the Future
Scuttle,Rare,unavailable,water,earth,dark,,,,,,,,,,,,,72000,EWD,0.03,,,0.01,0.3,0.015,0.05,0.01,0.3,EWD,,TRUE,FALSE,200,360000,,,,,Free Shell Estate
Sea Shanty,Epic,unavailable,,,,,,Ruckus,,Tidal,,,,,,,,93600,FWIDMe,0.045,,,0.05,0.3,0.015,0.15,0.05,0.3,WMe,,TRUE,FALSE,250,240000,,,,,Unbearable Tunes
Seasonal,Epic,permanent,air,fire,plant,,,,,,,,,,,,,172800,PFASe,0.02,,,,,0.01,0.05,,,Se,,TRUE,FALSE,125,240000,,,,,Hemisphere Pioneer
Seaweed,Hybrid,permanent,plant,water,,,,,,,,,,,,,,18000,PW,,,,0.01,,0.1,0.2,0.01,,PW,,TRUE,FALSE,1200,360000,,,,,Nori Cove
Seed,Epic,unavailable,cold,water,light,,,,,,,,,,,,,64800,CWISe,0.03,,,,,0.01,0.05,,,Se,,TRUE,FALSE,140,240000,,,,,Forage in the Great Forest
Seraph,Rare,unavailable,light,air,fire,,,,,,,,,,,,,144000,FAI,0.02,,,0.01,,0.02,0.1,0.01,,FAI,,TRUE,FALSE,400,360000,,,,,Soaring Heights
Serenity,Epic,unavailable,earth,fire,cold,,,,,,,,,,,,,64800,FECAu,0.04,,,,,0.01,0.05,,,Au,,TRUE,FALSE,310,240000,,,,,Cape Calm
Serket,Epic,permanent,,,,,,Busby,,Rhinotorch,,,,,,,,120000,PFECCh,0.02,,,,0.3,,0.05,,0.3,Ch,,TRUE,FALSE,600,240000,,,,,Immunity Proclivity
Shackle,Epic,unavailable,metal,dark,,,,Kage,,,,,,,,,,79200,PFECLMDAp,0.0415,,,0.05,0.3,0.1,0.15,0.05,0.3,MDAp,,TRUE,FALSE,150,240000,,13100,4,,Chain Reaction
Shadow,Rare,permanent,light,dark,,,,,,,,,,,,,,64800,ID,0.05,,,0.01,,0.04,0.15,0.01,,ID,,TRUE,FALSE,900,360000,,,,,The Wall of Shades
Shadowflash,Rare,unavailable,dark,light,lightning,,,,,,,,,,,,,75600,LID,0.04,,,0.01,0.3,0.03,0.15,0.03,0.3,LID,,TRUE,FALSE,300,360000,,,,,Newsflash
Shield,Rare,unavailable,,,,,,Hail,,Hydra,,,,,,,,48600,ECWL,0.04,,,0.005,,0.01,0.1,0.005,,ECWL,,TRUE,FALSE,550,360000,,,,,Fury's Foray
Shimmer,Hybrid,permanent,light,water,,,,,,,,,,,,,,39600,WI,,,,0.01,,0.1,0.15,0.01,,WI,,TRUE,FALSE,860,360000,,,,,Caught in the Crimson Sea
Shining,Rare,permanent,light,lightning,,,,,,,,,,,,,,68400,LI,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,LI,,TRUE,FALSE,777,360000,,,,,Setse Sighting
Shiver,Epic,unavailable,cold,air,light,,,,,,,,,,,,,97200,CAISf,0.015,,,0.01,0.2,0.015,0.1,0.01,0.2,Sf,,TRUE,FALSE,220,240000,,,,,Escapades on Ice
Shockproof,Rare,permanent,cold,lightning,,,,,,,,,,,,,,43200,CL,0.05,,,0.01,0.3,0.1,0.2,0.01,0.3,CL,,TRUE,FALSE,410,360000,,,,,Shocked and Rattled
Silver,Epic,permanent,cold,metal,,,,,,,,,,,,,,169200,CMTr,0.03,,,,,0.02,0.05,,,Tr,,TRUE,FALSE,250,240000,,,,,Rudna's Rollick
Silver Olympus,Epic,permanent,earth,lightning,air,,,,,,,,,,,,,126000,ELOl,0.03,,,,,0.02,0.05,,,Ol,,TRUE,FALSE,300,240000,,,,,Silvery Peaks
Silverline,Rare,permanent,light,dark,,,,,,,,,,,,,,64800,ID,0.02,,,0.01,0.3,0.04,0.15,0.01,0.3,ID,,TRUE,FALSE,300,360000,,,,,Holistic Hope
Singularity,Galaxy,permanent,,,,,,,,,,,,,,,social,64800,FLMDGa,,,,0,0,0.01,0.2,0,0,Ga,,TRUE,FALSE,95,240000,,,,,Event Horizon
Sleighbell,Rare,unavailable,fire,earth,,,,Reindeer,,,,,,,,,,54000,PFEC,0.04,,,0.01,,0.015,0.1,0.01,,PFEC,,TRUE,FALSE,355,360000,,,,,Gone Caroling
Smigi,Rare,unavailable,air,dark,light,,,,,,,,,,,,,57600,AID,0.03,,,0.01,0.3,0.1,0.2,0.01,0.3,AID,,TRUE,FALSE,140,360000,,,,,Swish Swoosh
Smitten,Epic,unavailable,plant,fire,cold,,,,,,,,,,,,,104400,PFCAu,0.03,,,0.05,,0.01,0.1,0.05,,Au,,TRUE,FALSE,177,240000,,,,,Overly Attached
Smoke,Hybrid,permanent,fire,air,,,,,,,,,,,,,,50400,FA,,,,0.01,,0.1,0.2,0.01,,FA,,TRUE,FALSE,900,360000,,,,,The Other Side
Smolder,Rare,permanent,fire,air,,,,,,,,,,,,,,39600,FA,0.05,,,,0.3,,0.15,,0.3,FA,,TRUE,FALSE,900,360000,,,,,Smoke on the Boulder
Smoulderbrush,Rare,permanent,plant,fire,,,,,,,,,,,,,,28800,PF,0.04,,,0.01,0.3,0.04,0.15,0.01,0.3,PF,,TRUE,FALSE,990,360000,,,,,Aroma Therapy
Snapper,Rare,permanent,plant,dark,,,,,,,,,,,,,,54000,PD,0.05,,,0.01,,0.04,0.15,0.01,,PD,,TRUE,FALSE,500,360000,,,,,Slow & Steady
Snootroot,Rare,permanent,earth,plant,,,,,,,,,,,,,,16200,PE,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,PE,,TRUE,FALSE,850,360000,,,,,Flaunting Flair
Snooz,Epic,unavailable,,,,,,Dream,,Fog,,,,,,,,86400,PFECWLAMIDDr,0.04,,,0.01,0.3,0.1,0.2,0.01,0.3,WADr,,TRUE,FALSE,150,240000,,,,,Snooze No More
Snow,Hybrid,permanent,cold,air,,,,,,,,,,,,,,28800,CA,,,,0.01,,0.1,0.2,0.01,,CA,,TRUE,FALSE,1200,360000,,,,,Furious Flurry
Snowball,Epic,unavailable,,,,,,Snowpocalypse,,Shiver,,,,,,,,79200,CAOr,0.015,,,0.01,0.3,0.04,0.15,0.01,0.3,COr,,TRUE,FALSE,175,240000,,,,,Hiding Like Snowbody's Business
Snowbrush,Rare,unavailable,cold,plant,light,,,,,,,,,,,,,68400,PCI,0.04,,,0.01,0.3,0.015,0.1,0.01,0.3,PCI,,TRUE,FALSE,385,360000,,,,,Snowdrift Dive
Snowflake 1,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,9000,CWASn,0.2,,,0,0,0,0,,0,Sn,,TRUE,FALSE,900,240000,,,,,
Snowflake 2,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,9000,CWLSn,0.2,,,0,0,0,0,,0,Sn,,TRUE,FALSE,900,240000,,,,,
Snowflake 3,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,90000,FCWSn,0.05,,,0,0,0,0,,0,Sn,,TRUE,FALSE,600,240000,,,,,
Snowflake 4,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,90000,CWISn,0.05,,,0,0,0,0,,0,Sn,,TRUE,FALSE,600,240000,,,,,
Snowflake 5,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,144000,PCWSn,0.01,,,0,0,0,0,,0,Sn,,TRUE,FALSE,450,240000,,,,,
Snowflake 6,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,151200,ECWSn,0.01,,,0,0,0,0,0,0,Sn,,TRUE,FALSE,425,240000,,,,,
Snowflake 7,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,158400,ECWSn,0.01,,,0,0,0,0,0,0,Sn,,TRUE,FALSE,400,240000,,,,,
Snowpocalypse,Epic,unavailable,,,,,,Winter,,Apocalypse,,,,,,,,72000,PECLAMAp,0.03,,,0.05,0.3,0.01,0.05,0.05,0.3,Ap,,TRUE,FALSE,145,240000,,,,,Clouds of Garita
Snowsquall,Rare,permanent,cold,water,rift,,,,,,,,cold,,,,rift,0,CWR,0.025,,,0,0,0,0,0.01,0.15,CWR,,TRUE,FALSE,375,360000,,,,C,Tentacle Terrace
Snowy Bronze,Epic,permanent,air,cold,fire,,,,,,,,,,,,,115200,FCAOl,0.05,,,,,0.04,0.05,,,Ol,,TRUE,FALSE,380,240000,,,,,Chione Chasm
Snowy Gold,Epic,permanent,air,cold,fire,,,,,,,,,,,,,115200,FCAOl,0.015,,,,,0.01,0.05,,,Ol,,TRUE,FALSE,180,240000,,,,,Chione Peaks
Snowy Silver,Epic,permanent,air,cold,fire,,,,,,,,,,,,,115200,FCAOl,0.03,,,,,0.02,0.05,,,Ol,,TRUE,FALSE,280,240000,,,,,Chione Climb
Solar Eclipse,Epic,unavailable,earth,air,fire,,,,,,,,,,,,,172800,FEASuMo,0.03,0.02,,,,0.01,0.05,,,SuMo,,TRUE,FALSE,125,240000,,,,,Age of Alignment
Solarflare,Galaxy,permanent,galaxy,sun,,,,,,,,,,,,,social,86400,PFECWLAMIDGaSu,0.1,,,0,0,0.01,0.2,0,0,GaSu,,TRUE,FALSE,102,240000,,,,,Prowess Immeasurable
Solary,Rare,unavailable,light,air,earth,fire,,,,,,,,,,,,72000,FEAI,0.038,,,0.01,0.3,0.1,0.2,0.01,0.3,FEAI,,TRUE,FALSE,210,360000,,,,,Bright Sunlight
Solis,Galaxy,permanent,galaxy,,,,,Sun,,,,,,,,,social,86400,FELIGaSu,0.02,,,0,0,0.05,0.2,0,0,GaSu,,TRUE,FALSE,190,240000,,,,,Stay Lit
Solstice,Epic,unavailable,earth,,,,,Blazing,,,,,,,,,,84600,FEASu,0.03,0.02,,,,0.01,0.05,,,Su,,TRUE,FALSE,125,240000,,,,,Stones of Surya
Somnig,Rare,unavailable,,,,,,Snooz,,Fae,,,,,,,,93600,WAID,0.0295,,,0.01,0.3,0.1,0.2,0.01,0.3,WAID,,TRUE,FALSE,100,360000,,,,,Afternoon Nap
Sonic,Hybrid,permanent,lightning,air,,,,,,,,,,,,,,28800,LA,,,,0.01,,0.1,0.2,0.01,,LA,,TRUE,FALSE,800,360000,,,,,Green Hill Havoc
Soot,Rare,permanent,fire,earth,,,,,,,,,,,,,,36000,FE,0.05,,,,0.3,,0.15,,0.3,FE,,TRUE,FALSE,1150,360000,,,,,Cauldron Canyon
Sorarian,Galaxy,permanent,,,,,,,,,,,,,,,social,162000,PWMIGa,,,,0,0,0.1,0.2,0,0,Ga,,TRUE,FALSE,175,240000,,,,,Celestial Rarity
Soriak,Rare,unavailable,lightning,earth,air,,,,,,,,,,,,,54000,ELA,0.025,,,0.01,0.3,0.04,0.15,0.01,0.3,ELA,,TRUE,FALSE,800,360000,,,,,emiT hguorhT pirT A
